DataZone,DataZoneName,IntZone,IntZoneName,CA,CAName,HSCP,HSCPName,HB,HBName,Country
S01003682,N/A,S02000710,Summerston North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003683,N/A,S02000709,Blairdardie East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003684,N/A,S02000709,Blairdardie East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003685,N/A,S02000707,Yoker North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003686,N/A,S02000713,Summerston Central and West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003687,N/A,S02000708,Milton East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003688,N/A,S02000710,Summerston North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003689,N/A,S02000709,Blairdardie East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003690,N/A,S02000706,Knightswood Park West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003691,N/A,S02000713,Summerston Central and West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003692,N/A,S02000709,Blairdardie East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003693,N/A,S02000709,Blairdardie East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003694,N/A,S02000711,Blairdardie West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003695,N/A,S02000710,Summerston North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003696,N/A,S02000709,Blairdardie East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003697,N/A,S02000711,Blairdardie West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003698,N/A,S02000711,Blairdardie West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003699,N/A,S02000713,Summerston Central and West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003700,N/A,S02000710,Summerston North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003701,N/A,S02000709,Blairdardie East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003702,N/A,S02000712,Drumchapel South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003703,N/A,S02000712,Drumchapel South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003704,N/A,S02000714,Drumry West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003705,N/A,S02000712,Drumchapel South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003706,N/A,S02000712,Drumchapel South,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003707,N/A,S02000714,Drumry West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003708,N/A,S02000715,Drumchapel North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003709,N/A,S02000716,Drumry East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003710,N/A,S02000713,Summerston Central and West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003711,N/A,S02000715,Drumchapel North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003712,N/A,S02000714,Drumry West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003713,N/A,S02000716,Drumry East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003714,N/A,S02000715,Drumchapel North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003715,N/A,S02000714,Drumry West,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003716,N/A,S02000715,Drumchapel North,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003717,N/A,S02000716,Drumry East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003718,N/A,S02000716,Drumry East,S12000049,Glasgow City,S37000034,Glasgow City,S08000031,NHS Greater Glasgow and Clyde,S92000003
S01003719,N/A,S02000720,Lochaber East and North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003720,N/A,S02000718,Lochaber West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003721,N/A,S02000720,Lochaber East and North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003722,N/A,S02000720,Lochaber East and North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003723,N/A,S02000720,Lochaber East and North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003724,N/A,S02000717,Fort William South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003725,N/A,S02000717,Fort William South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003726,N/A,S02000717,Fort William South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003727,N/A,S02000717,Fort William South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003728,N/A,S02000718,Lochaber West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003729,N/A,S02000717,Fort William South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003730,N/A,S02000717,Fort William South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003731,N/A,S02000717,Fort William South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003732,N/A,S02000717,Fort William South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003733,N/A,S02000719,Fort William North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003734,N/A,S02000719,Fort William North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003735,N/A,S02000719,Fort William North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003736,N/A,S02000719,Fort William North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003737,N/A,S02000719,Fort William North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003738,N/A,S02000719,Fort William North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003739,N/A,S02000718,Lochaber West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003740,N/A,S02000720,Lochaber East and North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003741,N/A,S02000718,Lochaber West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003742,N/A,S02000720,Lochaber East and North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003743,N/A,S02000721,Badenoch and Strathspey South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003744,N/A,S02000720,Lochaber East and North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003745,N/A,S02000718,Lochaber West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003746,N/A,S02000718,Lochaber West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003747,N/A,S02000721,Badenoch and Strathspey South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003748,N/A,S02000721,Badenoch and Strathspey South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003749,N/A,S02000721,Badenoch and Strathspey South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003750,N/A,S02000721,Badenoch and Strathspey South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003751,N/A,S02000723,Badenoch and Strathspey Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003752,N/A,S02000724,Skye South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003753,N/A,S02000722,Loch Ness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003754,N/A,S02000723,Badenoch and Strathspey Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003755,N/A,S02000723,Badenoch and Strathspey Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003756,N/A,S02000726,Badenoch and Strathspey North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003757,N/A,S02000725,Lochalsh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003758,N/A,S02000722,Loch Ness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003759,N/A,S02000723,Badenoch and Strathspey Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003760,N/A,S02000723,Badenoch and Strathspey Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003761,N/A,S02000724,Skye South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003762,N/A,S02000727,Inverness East Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003763,N/A,S02000724,Skye South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003764,N/A,S02000726,Badenoch and Strathspey North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003765,N/A,S02000725,Lochalsh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003766,N/A,S02000726,Badenoch and Strathspey North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003767,N/A,S02000726,Badenoch and Strathspey North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003768,N/A,S02000724,Skye South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003769,N/A,S02000722,Loch Ness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003770,N/A,S02000722,Loch Ness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003771,N/A,S02000726,Badenoch and Strathspey North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003772,N/A,S02000726,Badenoch and Strathspey North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003773,N/A,S02000725,Lochalsh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003774,N/A,S02000725,Lochalsh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003775,N/A,S02000728,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003776,N/A,S02000722,Loch Ness,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003777,N/A,S02000728,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003778,N/A,S02000729,Inverness Inshes and Slackbuie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003779,N/A,S02000745,Skye North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003780,N/A,S02000727,Inverness East Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003781,N/A,S02000730,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003782,N/A,S02000738,Nairn Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003783,N/A,S02000731,Inverness Kinmylies and South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003784,N/A,S02000729,Inverness Inshes and Slackbuie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003785,N/A,S02000730,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003786,N/A,S02000730,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003787,N/A,S02000730,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003788,N/A,S02000730,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003789,N/A,S02000730,Inverness Lochardil and Holm Mains,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003790,N/A,S02000732,Inverness Drummond,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003791,N/A,S02000729,Inverness Inshes and Slackbuie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003792,N/A,S02000729,Inverness Inshes and Slackbuie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003793,N/A,S02000733,Inverness Hilton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003794,N/A,S02000732,Inverness Drummond,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003795,N/A,S02000728,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003796,N/A,S02000732,Inverness Drummond,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003797,N/A,S02000733,Inverness Hilton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003798,N/A,S02000732,Inverness Drummond,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003799,N/A,S02000734,Inverness Drakies,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003800,N/A,S02000745,Skye North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003801,N/A,S02000732,Inverness Drummond,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003802,N/A,S02000733,Inverness Hilton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003803,N/A,S02000728,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003804,N/A,S02000737,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003805,N/A,S02000735,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003806,N/A,S02000733,Inverness Hilton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003807,N/A,S02000734,Inverness Drakies,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003808,N/A,S02000745,Skye North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003809,N/A,S02000731,Inverness Kinmylies and South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003810,N/A,S02000736,Inverness Crown and Haugh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003811,N/A,S02000737,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003812,N/A,S02000735,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003813,N/A,S02000734,Inverness Drakies,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003814,N/A,S02000736,Inverness Crown and Haugh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003815,N/A,S02000736,Inverness Crown and Haugh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003816,N/A,S02000737,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003817,N/A,S02000735,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003818,N/A,S02000735,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003819,N/A,S02000737,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003820,N/A,S02000736,Inverness Crown and Haugh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003821,N/A,S02000731,Inverness Kinmylies and South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003822,N/A,S02000742,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003823,N/A,S02000736,Inverness Crown and Haugh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003824,N/A,S02000739,Inverness Muirtown,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003825,N/A,S02000742,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003826,N/A,S02000745,Skye North East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003827,N/A,S02000739,Inverness Muirtown,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003828,N/A,S02000737,Inverness Westhill,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003829,N/A,S02000735,Inverness Ballifeary and Dalneigh,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003830,N/A,S02000740,Inverness Smithton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003831,N/A,S02000731,Inverness Kinmylies and South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003832,N/A,S02000742,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003833,N/A,S02000739,Inverness Muirtown,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003834,N/A,S02000741,Inverness Scorguie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003835,N/A,S02000741,Inverness Scorguie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003836,N/A,S02000740,Inverness Smithton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003837,N/A,S02000739,Inverness Muirtown,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003838,N/A,S02000740,Inverness Smithton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003839,N/A,S02000742,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003840,N/A,S02000741,Inverness Scorguie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003841,N/A,S02000746,Skye North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003842,N/A,S02000728,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003843,N/A,S02000728,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003844,N/A,S02000740,Inverness Smithton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003845,N/A,S02000739,Inverness Muirtown,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003846,N/A,S02000751,Ross and Cromarty South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003847,N/A,S02000728,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003848,N/A,S02000741,Inverness Scorguie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003849,N/A,S02000744,Inverness Merkinch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003850,N/A,S02000740,Inverness Smithton,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003851,N/A,S02000743,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003852,N/A,S02000741,Inverness Scorguie,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003853,N/A,S02000742,"Inverness Central, Raigmore and Longman",S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003854,N/A,S02000728,Inverness West Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003855,N/A,S02000744,Inverness Merkinch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003856,N/A,S02000743,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003857,N/A,S02000738,Nairn Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003858,N/A,S02000743,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003859,N/A,S02000743,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003860,N/A,S02000744,Inverness Merkinch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003861,N/A,S02000743,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003862,N/A,S02000744,Inverness Merkinch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003863,N/A,S02000743,Inverness Culloden and Balloch,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003864,N/A,S02000748,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003865,N/A,S02000727,Inverness East Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003866,N/A,S02000746,Skye North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003867,N/A,S02000747,Conon and Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003868,N/A,S02000748,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003869,N/A,S02000751,Ross and Cromarty South West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003870,N/A,S02000747,Conon and Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003871,N/A,S02000746,Skye North West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003872,N/A,S02000747,Conon and Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003873,N/A,S02000754,Ross and Cromarty Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003874,N/A,S02000727,Inverness East Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003875,N/A,S02000738,Nairn Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003876,N/A,S02000753,Black Isle North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003877,N/A,S02000747,Conon and Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003878,N/A,S02000727,Inverness East Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003879,N/A,S02000747,Conon and Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003880,N/A,S02000748,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003881,N/A,S02000748,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003882,N/A,S02000749,Nairn West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003883,N/A,S02000738,Nairn Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003884,N/A,S02000747,Conon and Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003885,N/A,S02000749,Nairn West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003886,N/A,S02000749,Nairn West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003887,N/A,S02000750,Nairn East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003888,N/A,S02000738,Nairn Rural,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003889,N/A,S02000747,Conon and Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003890,N/A,S02000749,Nairn West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003891,N/A,S02000749,Nairn West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003892,N/A,S02000750,Nairn East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003893,N/A,S02000748,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003894,N/A,S02000750,Nairn East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003895,N/A,S02000747,Conon and Muir of Ord,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003896,N/A,S02000749,Nairn West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003897,N/A,S02000748,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003898,N/A,S02000749,Nairn West,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003899,N/A,S02000750,Nairn East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003900,N/A,S02000750,Nairn East,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003901,N/A,S02000748,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003902,N/A,S02000754,Ross and Cromarty Central,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003903,N/A,S02000748,Black Isle South,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003904,N/A,S02000752,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003905,N/A,S02000753,Black Isle North,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003906,N/A,S02000752,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003907,N/A,S02000752,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003908,N/A,S02000752,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
S01003909,N/A,S02000752,Dingwall,S12000017,Highland,S37000016,Highland,S08000022,NHS Highland,S92000003
